population_id,step,K,mu
0,140,64,0.0338196601125011
0,141,64.1,0.0331134414899597
0,142,64.2,0.0324738663991227
0,143,64.3,0.0319034589506796
0,144,64.4,0.031404470282235
0,145,64.5,0.0309788696740969
0,146,64.6,0.0306283367774274
0,147,64.7,0.0303542549854262
0,148,64.8,0.0301577059737104
0,149,64.9,0.0300394654314346
0,150,65,0.03
0,151,65.1,0.0300394654314346
0,152,65.2,0.0301577059737104
0,153,65.3,0.0303542549854262
0,154,65.4,0.0306283367774274
0,155,65.5,0.0309788696740969
0,156,65.6,0.031404470282235
0,157,65.7,0.0319034589506796
0,158,65.8,0.0324738663991227
0,159,65.9,0.0331134414899597
0,160,66,0.0338196601125011
0,161,66.1,0.0345897351444842
0,162,66.2,0.0354206274515718
0,163,66.3,0.0363090578814262
0,164,66.4,0.0372515202050262
0,165,66.5,0.0382442949541505
0,166,66.6,0.0392834641004201
0,167,66.7,0.0403649265179657
0,168,66.8,0.0414844141686986
0,169,66.9,0.0426375089463064
0,170,67,0.043819660112501
0,171,67.1,0.0450262022567029
0,172,67.2,0.0462523737082855
0,173,67.3,0.0474933353287139
0,174,67.4,0.0487441896094137
0,175,67.5,0.05
0,176,67.6,0.0512558103905863
0,177,67.7,0.0525066646712861
0,178,67.8,0.0537476262917145
0,179,67.9,0.0549737977432971
0,180,68,0.0561803398874989
0,181,68.1,0.0573624910536935
0,182,68.2,0.0585155858313014
0,183,68.3,0.0596350734820343
0,184,68.4,0.0607165358995799
0,185,68.5,0.0617557050458495
0,186,68.6,0.0627484797949738
0,187,68.7,0.0636909421185738
0,188,68.8,0.0645793725484282
0,189,68.9,0.0654102648555158
0,190,69,0.0661803398874989
0,191,69.1,0.0668865585100403
0,192,69.2,0.0675261336008773
0,193,69.3,0.0680965410493204
0,194,69.4,0.068595529717765
0,195,69.5,0.0690211303259031
0,196,69.6,0.0693716632225726
0,197,69.7,0.0696457450145738
0,198,69.8,0.0698422940262896
0,199,69.9,0.0699605345685654
0,200,70,0.07
0,201,70.1,0.0699605345685654
0,202,70.2,0.0698422940262896
0,203,70.3,0.0696457450145738
0,204,70.4,0.0693716632225726
0,205,70.5,0.0690211303259031
0,206,70.6,0.068595529717765
0,207,70.7,0.0680965410493204
0,208,70.8,0.0675261336008773
0,209,70.9,0.0668865585100403
0,210,71,0.066180339887499
0,211,71.1,0.0654102648555158
0,212,71.2,0.0645793725484282
0,213,71.3,0.0636909421185738
0,214,71.4,0.0627484797949738
0,215,71.5,0.0617557050458495
0,216,71.6,0.0607165358995799
0,217,71.7,0.0596350734820343
0,218,71.8,0.0585155858313015
0,219,71.9,0.0573624910536936
0,220,72,0.056180339887499
0,221,72.1,0.0549737977432971
0,222,72.2,0.0537476262917145
0,223,72.3,0.0525066646712861
0,224,72.4,0.0512558103905863
0,225,72.5,0.05
0,226,72.6,0.0487441896094138
0,227,72.7,0.0474933353287139
0,228,72.8,0.0462523737082855
0,229,72.9,0.0450262022567029
0,230,73,0.043819660112501
0,231,73.1,0.0426375089463064
0,232,73.2,0.0414844141686985
0,233,73.3,0.0403649265179657
0,234,73.4,0.0392834641004201
0,235,73.5,0.0382442949541505
0,236,73.6,0.0372515202050262
0,237,73.7,0.0363090578814263
0,238,73.8,0.0354206274515718
0,239,73.9,0.0345897351444842
0,240,74,0.0338196601125011
0,241,74.1,0.0331134414899597
0,242,74.2,0.0324738663991227
0,243,74.3,0.0319034589506796
0,244,74.4,0.031404470282235
0,245,74.5,0.0309788696740969
0,246,74.6,0.0306283367774274
0,247,74.7,0.0303542549854262
0,248,74.8,0.0301577059737104
0,249,74.9,0.0300394654314346
0,250,75,0.03
0,251,75.1,0.0300394654314346
0,252,75.2,0.0301577059737104
0,253,75.3,0.0303542549854262
0,254,75.4,0.0306283367774274
0,255,75.5,0.0309788696740969
0,256,75.6,0.031404470282235
0,257,75.7,0.0319034589506796
0,258,75.8,0.0324738663991227
0,259,75.9,0.0331134414899597
0,260,76,0.033819660112501
0,261,76.1,0.0345897351444842
0,262,76.2,0.0354206274515718
0,263,76.3,0.0363090578814263
0,264,76.4,0.0372515202050262
0,265,76.5,0.0382442949541506
0,266,76.6,0.0392834641004201
0,267,76.7,0.0403649265179657
0,268,76.8,0.0414844141686986
0,269,76.9,0.0426375089463064
0,270,77,0.043819660112501
0,271,77.1,0.0450262022567029
0,272,77.2,0.0462523737082856
0,273,77.3,0.047493335328714
0,274,77.4,0.0487441896094138
0,275,77.5,0.05
0,276,77.6,0.0512558103905863
0,277,77.7,0.0525066646712861
0,278,77.8,0.0537476262917145
0,279,77.9,0.0549737977432971
0,280,78,0.0561803398874989
0,281,78.1,0.0573624910536935
0,282,78.2,0.0585155858313014
0,283,78.3,0.0596350734820343
0,284,78.4,0.06071653589958
0,285,78.5,0.0617557050458495
0,286,78.6,0.0627484797949738
0,287,78.7,0.0636909421185738
0,288,78.8,0.0645793725484282
0,289,78.9,0.0654102648555158
0,290,79,0.0661803398874989
0,291,79.1,0.0668865585100403
0,292,79.2,0.0675261336008773
0,293,79.3,0.0680965410493204
0,294,79.4,0.068595529717765
0,295,79.5,0.0690211303259031
0,296,79.6,0.0693716632225726
0,297,79.7,0.0696457450145738
0,298,79.8,0.0698422940262896
0,299,79.9,0.0699605345685654
0,300,80,0.07
0,301,80.1,0.0699605345685654
0,302,80.2,0.0698422940262896
0,303,80.3,0.0696457450145738
0,304,80.4,0.0693716632225726
0,305,80.5,0.0690211303259031
0,306,80.6,0.068595529717765
0,307,80.7,0.0680965410493204
0,308,80.8,0.0675261336008773
0,309,80.9,0.0668865585100403
0,310,81,0.066180339887499
0,311,81.1,0.0654102648555158
0,312,81.2,0.0645793725484283
0,313,81.3,0.0636909421185738
0,314,81.4,0.0627484797949738
0,315,81.5,0.0617557050458495
0,316,81.6,0.0607165358995799
0,317,81.7,0.0596350734820343
0,318,81.8,0.0585155858313015
0,319,81.9,0.0573624910536936
0,320,82,0.056180339887499
0,321,82.1,0.0549737977432971
0,322,82.2,0.0537476262917145
0,323,82.3,0.0525066646712861
0,324,82.4,0.0512558103905863
0,325,82.5,0.0500000000000001
0,326,82.6,0.0487441896094138
0,327,82.7,0.0474933353287139
0,328,82.8,0.0462523737082856
0,329,82.9,0.0450262022567029
0,330,83,0.0438196601125011
0,331,83.1,0.0426375089463065
0,332,83.2,0.0414844141686985
0,333,83.3,0.0403649265179657
0,334,83.4,0.0392834641004201
0,335,83.5,0.0382442949541506
0,336,83.6,0.0372515202050262
0,337,83.7,0.0363090578814263
0,338,83.8,0.0354206274515718
0,339,83.9,0.0345897351444843
0,340,84,0.0338196601125011
0,341,84.1,0.0331134414899597
0,342,84.2,0.0324738663991227
0,343,84.3,0.0319034589506796
0,344,84.4,0.031404470282235
0,345,84.5,0.0309788696740969
0,346,84.6,0.0306283367774274
0,347,84.7,0.0303542549854262
0,348,84.8,0.0301577059737105
0,349,84.9,0.0300394654314346
0,350,85,0.03
0,351,85.1,0.0300394654314346
0,352,85.2,0.0301577059737104
0,353,85.3,0.0303542549854262
0,354,85.4,0.0306283367774274
0,355,85.5,0.0309788696740969
0,356,85.6,0.031404470282235
0,357,85.7,0.0319034589506796
0,358,85.8,0.0324738663991227
0,359,85.9,0.0331134414899597
0,360,86,0.033819660112501
0,361,86.1,0.0345897351444842
0,362,86.2,0.0354206274515717
0,363,86.3,0.0363090578814263
0,364,86.4,0.0372515202050262
0,365,86.5,0.0382442949541506
0,366,86.6,0.03928346410042
0,367,86.7,0.0403649265179657
0,368,86.8,0.0414844141686985
0,369,86.9,0.0426375089463064
0,370,87,0.043819660112501
0,371,87.1,0.0450262022567029
0,372,87.2,0.0462523737082855
0,373,87.3,0.0474933353287139
0,374,87.4,0.0487441896094138
0,375,87.5,0.0499999999999999
0,376,87.6,0.0512558103905863
0,377,87.7,0.052506664671286
0,378,87.8,0.0537476262917145
0,379,87.9,0.0549737977432971
0,380,88,0.0561803398874989
0,381,88.1,0.0573624910536935
0,382,88.2,0.0585155858313014
0,383,88.3,0.0596350734820343
0,384,88.4,0.0607165358995799
0,385,88.5,0.0617557050458495
0,386,88.6,0.0627484797949737
0,387,88.7,0.0636909421185738
0,388,88.8,0.0645793725484282
0,389,88.9,0.0654102648555158
0,390,89,0.0661803398874989
0,391,89.1,0.0668865585100403
0,392,89.2,0.0675261336008773
0,393,89.3,0.0680965410493204
0,394,89.4,0.068595529717765
0,395,89.5,0.0690211303259031
0,396,89.6,0.0693716632225726
0,397,89.7,0.0696457450145738
0,398,89.8,0.0698422940262896
0,399,89.9,0.0699605345685654
0,400,90,0.07
0,401,90.1,0.0699605345685654
0,402,90.2,0.0698422940262896
0,403,90.3,0.0696457450145738
0,404,90.4,0.0693716632225726
0,405,90.5,0.0690211303259031
0,406,90.6,0.068595529717765
0,407,90.7,0.0680965410493204
0,408,90.8,0.0675261336008773
0,409,90.9,0.0668865585100403
0,410,91,0.066180339887499
0,411,91.1,0.0654102648555158
0,412,91.2,0.0645793725484283
0,413,91.3,0.0636909421185738
0,414,91.4,0.0627484797949738
0,415,91.5,0.0617557050458495
0,416,91.6,0.0607165358995799
0,417,91.7,0.0596350734820343
0,418,91.8,0.0585155858313015
0,419,91.9,0.0573624910536936
0,420,92,0.056180339887499
0,421,92.1,0.0549737977432971
0,422,92.2,0.0537476262917145
0,423,92.3,0.0525066646712861
0,424,92.4,0.0512558103905862
0,425,92.5,0.0500000000000001
0,426,92.6,0.0487441896094137
0,427,92.7,0.0474933353287139
0,428,92.8,0.0462523737082855
0,429,92.9,0.0450262022567029
0,430,93,0.0438196601125011
0,431,93.1,0.0426375089463065
0,432,93.2,0.0414844141686986
0,433,93.3,0.0403649265179657
0,434,93.4,0.0392834641004201
0,435,93.5,0.0382442949541505
0,436,93.6,0.0372515202050263
0,437,93.7,0.0363090578814262
0,438,93.8,0.0354206274515718
0,439,93.9,0.0345897351444842
0,440,94,0.0338196601125011
0,441,94.1,0.0331134414899597
0,442,94.2,0.0324738663991227
0,443,94.3,0.0319034589506796
0,444,94.4,0.031404470282235
0,445,94.5,0.030978869674097
0,446,94.6,0.0306283367774274
0,447,94.7,0.0303542549854262
0,448,94.8,0.0301577059737104
0,449,94.9,0.0300394654314346
0,450,95,0.03
0,451,95.1,0.0300394654314346
0,452,95.2,0.0301577059737104
0,453,95.3,0.0303542549854262
0,454,95.4,0.0306283367774274
0,455,95.5,0.0309788696740969
0,456,95.6,0.0314044702822349
0,457,95.7,0.0319034589506796
0,458,95.8,0.0324738663991227
0,459,95.9,0.0331134414899597
0,460,96,0.0338196601125011
0,461,96.1,0.0345897351444842
0,462,96.2,0.0354206274515718
0,463,96.3,0.0363090578814262
0,464,96.4,0.0372515202050262
0,465,96.5,0.0382442949541505
0,466,96.6,0.0392834641004201
0,467,96.7,0.0403649265179656
0,468,96.8,0.0414844141686985
0,469,96.9,0.0426375089463064
0,470,97,0.043819660112501
0,471,97.1,0.0450262022567029
0,472,97.2,0.0462523737082855
0,473,97.3,0.0474933353287139
0,474,97.4,0.0487441896094137
0,475,97.5,0.05
0,476,97.6,0.0512558103905862
0,477,97.7,0.0525066646712861
0,478,97.8,0.0537476262917144
0,479,97.9,0.0549737977432971
0,480,98,0.0561803398874989
0,481,98.1,0.0573624910536935
0,482,98.2,0.0585155858313015
0,483,98.3,0.0596350734820343
0,484,98.4,0.06071653589958
0,485,98.5,0.0617557050458494
0,486,98.6,0.0627484797949738
0,487,98.7,0.0636909421185737
0,488,98.8,0.0645793725484282
0,489,98.9,0.0654102648555157
0,490,99,0.0661803398874989
0,491,99.1,0.0668865585100403
0,492,99.2,0.0675261336008773
0,493,99.3,0.0680965410493204
0,494,99.4,0.068595529717765
0,495,99.5,0.0690211303259031
0,496,99.6,0.0693716632225726
0,497,99.7,0.0696457450145738
0,498,99.8,0.0698422940262896
0,499,99.9,0.0699605345685654
0,500,100,0.07
0,501,100.1,0.0699605345685654
0,502,100.2,0.0698422940262896
0,503,100.3,0.0696457450145738
0,504,100.4,0.0693716632225726
0,505,100.5,0.0690211303259031
0,506,100.6,0.068595529717765
0,507,100.7,0.0680965410493204
0,508,100.8,0.0675261336008773
0,509,100.9,0.0668865585100404
0,510,101,0.0661803398874989
0,511,101.1,0.0654102648555158
0,512,101.2,0.0645793725484282
0,513,101.3,0.0636909421185738
0,514,101.4,0.0627484797949738
0,515,101.5,0.0617557050458495
0,516,101.6,0.0607165358995799
0,517,101.7,0.0596350734820342
0,518,101.8,0.0585155858313015
0,519,101.9,0.0573624910536935
0,520,102,0.056180339887499
0,521,102.1,0.0549737977432971
0,522,102.2,0.0537476262917145
0,523,102.3,0.0525066646712861
0,524,102.4,0.0512558103905863
0,525,102.5,0.05
0,526,102.6,0.0487441896094137
0,527,102.7,0.0474933353287139
0,528,102.8,0.0462523737082855
0,529,102.9,0.0450262022567029
0,530,103,0.043819660112501
0,531,103.1,0.0426375089463065
0,532,103.2,0.0414844141686985
0,533,103.3,0.0403649265179657
0,534,103.4,0.0392834641004201
0,535,103.5,0.0382442949541505
0,536,103.6,0.0372515202050262
0,537,103.7,0.0363090578814262
0,538,103.8,0.0354206274515718
0,539,103.9,0.0345897351444842
0,540,104,0.0338196601125011
0,541,104.1,0.0331134414899597
0,542,104.2,0.0324738663991228
0,543,104.3,0.0319034589506796
0,544,104.4,0.0314044702822349
0,545,104.5,0.0309788696740969
0,546,104.6,0.0306283367774274
0,547,104.7,0.0303542549854262
0,548,104.8,0.0301577059737104
0,549,104.9,0.0300394654314346
0,550,105,0.03
0,551,105.1,0.0300394654314346
0,552,105.2,0.0301577059737104
0,553,105.3,0.0303542549854262
0,554,105.4,0.0306283367774274
0,555,105.5,0.030978869674097
0,556,105.6,0.031404470282235
0,557,105.7,0.0319034589506796
0,558,105.8,0.0324738663991227
0,559,105.9,0.0331134414899597
0,560,106,0.033819660112501
0,561,106.1,0.0345897351444842
0,562,106.2,0.0354206274515717
0,563,106.3,0.0363090578814262
0,564,106.4,0.0372515202050262
0,565,106.5,0.0382442949541505
0,566,106.6,0.0392834641004201
0,567,106.7,0.0403649265179657
0,568,106.8,0.0414844141686986
0,569,106.9,0.0426375089463064
0,570,107,0.0438196601125011
0,571,107.1,0.0450262022567029
0,572,107.2,0.0462523737082855
0,573,107.3,0.0474933353287139
0,574,107.4,0.0487441896094137
0,575,107.5,0.0499999999999999
0,576,107.6,0.0512558103905863
0,577,107.7,0.0525066646712862
0,578,107.8,0.0537476262917145
0,579,107.9,0.0549737977432972
0,580,108,0.0561803398874989
0,581,108.1,0.0573624910536936
0,582,108.2,0.0585155858313014
0,583,108.3,0.0596350734820343
0,584,108.4,0.0607165358995799
0,585,108.5,0.0617557050458495
0,586,108.6,0.0627484797949737
0,587,108.7,0.0636909421185738
0,588,108.8,0.0645793725484283
0,589,108.9,0.0654102648555158
0,590,109,0.066180339887499
0,591,109.1,0.0668865585100403
0,592,109.2,0.0675261336008773
0,593,109.3,0.0680965410493204
0,594,109.4,0.068595529717765
0,595,109.5,0.0690211303259031
0,596,109.6,0.0693716632225726
0,597,109.7,0.0696457450145738
0,598,109.8,0.0698422940262896
0,599,109.9,0.0699605345685654
0,600,110,0.07
0,601,110.1,0.0699605345685654
0,602,110.2,0.0698422940262896
0,603,110.3,0.0696457450145738
0,604,110.4,0.0693716632225726
0,605,110.5,0.0690211303259031
0,606,110.6,0.0685955297177651
0,607,110.7,0.0680965410493204
0,608,110.8,0.0675261336008773
0,609,110.9,0.0668865585100403
0,610,111,0.0661803398874989
0,611,111.1,0.0654102648555158
0,612,111.2,0.0645793725484282
0,613,111.3,0.0636909421185738
0,614,111.4,0.0627484797949738
0,615,111.5,0.0617557050458495
0,616,111.6,0.0607165358995799
0,617,111.7,0.0596350734820344
0,618,111.8,0.0585155858313015
0,619,111.9,0.0573624910536935
0,620,112,0.056180339887499
0,621,112.1,0.0549737977432971
0,622,112.2,0.0537476262917145
0,623,112.3,0.0525066646712861
0,624,112.4,0.0512558103905863
0,625,112.5,0.05
0,626,112.6,0.0487441896094138
0,627,112.7,0.0474933353287139
0,628,112.8,0.0462523737082856
0,629,112.9,0.0450262022567029
0,630,113,0.043819660112501
0,631,113.1,0.0426375089463065
0,632,113.2,0.0414844141686985
0,633,113.3,0.0403649265179657
0,634,113.4,0.0392834641004201
0,635,113.5,0.0382442949541506
0,636,113.6,0.0372515202050262
0,637,113.7,0.0363090578814263
0,638,113.8,0.0354206274515718
0,639,113.9,0.0345897351444843
0,640,114,0.0338196601125011
0,641,114.1,0.0331134414899597
0,642,114.2,0.0324738663991228
0,643,114.3,0.0319034589506796
0,644,114.4,0.031404470282235
0,645,114.5,0.0309788696740969
0,646,114.6,0.0306283367774274
0,647,114.7,0.0303542549854262
0,648,114.8,0.0301577059737105
0,649,114.9,0.0300394654314346
0,650,115,0.03
0,651,115.1,0.0300394654314346
0,652,115.2,0.0301577059737104
0,653,115.3,0.0303542549854262
0,654,115.4,0.0306283367774274
0,655,115.5,0.0309788696740969
0,656,115.6,0.0314044702822349
0,657,115.7,0.0319034589506796
0,658,115.8,0.0324738663991227
0,659,115.9,0.0331134414899596
0,660,116,0.033819660112501
0,661,116.1,0.0345897351444842
0,662,116.2,0.0354206274515717
0,663,116.3,0.0363090578814261
0,664,116.4,0.0372515202050263
0,665,116.5,0.0382442949541505
0,666,116.6,0.03928346410042
0,667,116.7,0.0403649265179656
0,668,116.8,0.0414844141686986
0,669,116.9,0.0426375089463064
0,670,117,0.043819660112501
0,671,117.1,0.0450262022567027
0,672,117.2,0.0462523737082855
0,673,117.3,0.0474933353287139
0,674,117.4,0.0487441896094136
0,675,117.5,0.0500000000000001
0,676,117.6,0.0512558103905863
0,677,117.7,0.052506664671286
0,678,117.8,0.0537476262917143
0,679,117.9,0.0549737977432971
0,680,118,0.0561803398874989
0,681,118.1,0.0573624910536935
0,682,118.2,0.0585155858313013
0,683,118.3,0.0596350734820343
0,684,118.4,0.0607165358995799
0,685,118.5,0.0617557050458494
0,686,118.6,0.0627484797949738
0,687,118.7,0.0636909421185738
0,688,118.8,0.0645793725484282
0,689,118.9,0.0654102648555157
0,690,119,0.066180339887499
0,691,119.1,0.0668865585100403
0,692,119.2,0.0675261336008772
0,693,119.3,0.0680965410493204
0,694,119.4,0.068595529717765
0,695,119.5,0.0690211303259031
0,696,119.6,0.0693716632225726
0,697,119.7,0.0696457450145738
0,698,119.8,0.0698422940262896
0,699,119.9,0.0699605345685654
0,700,120,0.07
0,701,120.1,0.0699605345685654
0,702,120.2,0.0698422940262896
0,703,120.3,0.0696457450145738
0,704,120.4,0.0693716632225726
0,705,120.5,0.0690211303259031
0,706,120.6,0.0685955297177651
0,707,120.7,0.0680965410493205
0,708,120.8,0.0675261336008773
0,709,120.9,0.0668865585100403
0,710,121,0.066180339887499
0,711,121.1,0.0654102648555158
0,712,121.2,0.0645793725484282
0,713,121.3,0.0636909421185738
0,714,121.4,0.0627484797949739
0,715,121.5,0.0617557050458494
0,716,121.6,0.0607165358995799
0,717,121.7,0.0596350734820344
0,718,121.8,0.0585155858313016
0,719,121.9,0.0573624910536935
0,720,122,0.056180339887499
0,721,122.1,0.0549737977432972
0,722,122.2,0.0537476262917145
0,723,122.3,0.0525066646712861
0,724,122.4,0.0512558103905863
0,725,122.5,0.0500000000000001
0,726,122.6,0.0487441896094137
0,727,122.7,0.0474933353287139
0,728,122.8,0.0462523737082856
0,729,122.9,0.0450262022567029
0,730,123,0.043819660112501
0,731,123.1,0.0426375089463065
0,732,123.2,0.0414844141686987
0,733,123.3,0.0403649265179657
0,734,123.4,0.0392834641004201
0,735,123.5,0.0382442949541506
0,736,123.6,0.0372515202050263
0,737,123.7,0.0363090578814262
0,738,123.8,0.0354206274515718
0,739,123.9,0.0345897351444843
0,740,124,0.0338196601125011
0,741,124.1,0.0331134414899597
0,742,124.2,0.0324738663991228
0,743,124.3,0.0319034589506797
0,744,124.4,0.031404470282235
0,745,124.5,0.0309788696740969
0,746,124.6,0.0306283367774274
0,747,124.7,0.0303542549854262
0,748,124.8,0.0301577059737104
0,749,124.9,0.0300394654314346
0,750,125,0.03
0,751,125.1,0.0300394654314346
0,752,125.2,0.0301577059737104
0,753,125.3,0.0303542549854262
0,754,125.4,0.0306283367774273
0,755,125.5,0.0309788696740969
0,756,125.6,0.031404470282235
0,757,125.7,0.0319034589506796
0,758,125.8,0.0324738663991227
0,759,125.9,0.0331134414899597
0,760,126,0.033819660112501
0,761,126.1,0.0345897351444841
0,762,126.2,0.0354206274515717
0,763,126.3,0.0363090578814262
0,764,126.4,0.0372515202050262
0,765,126.5,0.0382442949541505
0,766,126.6,0.03928346410042
0,767,126.7,0.0403649265179657
0,768,126.8,0.0414844141686985
0,769,126.9,0.0426375089463064
0,770,127,0.0438196601125011
0,771,127.1,0.0450262022567029
0,772,127.2,0.0462523737082854
0,773,127.3,0.0474933353287139
0,774,127.4,0.0487441896094137
0,775,127.5,0.0499999999999999
0,776,127.6,0.0512558103905863
0,777,127.7,0.052506664671286
0,778,127.8,0.0537476262917145
0,779,127.9,0.054973797743297
0,780,128,0.0561803398874989
0,781,128.1,0.0573624910536936
0,782,128.2,0.0585155858313014
0,783,128.3,0.0596350734820343
0,784,128.4,0.0607165358995799
0,785,128.5,0.0617557050458495
0,786,128.6,0.0627484797949737
0,787,128.7,0.0636909421185738
0,788,128.8,0.0645793725484282
0,789,128.9,0.0654102648555158
0,790,129,0.0661803398874989
0,791,129.1,0.0668865585100403
0,792,129.2,0.0675261336008773
0,793,129.3,0.0680965410493204
0,794,129.4,0.068595529717765
0,795,129.5,0.0690211303259031
0,796,129.6,0.0693716632225726
0,797,129.7,0.0696457450145738
0,798,129.8,0.0698422940262896
0,799,129.9,0.0699605345685654
0,800,130,0.07
0,801,130.1,0.0699605345685654
0,802,130.2,0.0698422940262896
0,803,130.3,0.0696457450145738
0,804,130.4,0.0693716632225726
0,805,130.5,0.0690211303259031
0,806,130.6,0.0685955297177651
0,807,130.7,0.0680965410493204
0,808,130.8,0.0675261336008773
0,809,130.9,0.0668865585100403
0,810,131,0.066180339887499
0,811,131.1,0.0654102648555158
0,812,131.2,0.0645793725484282
0,813,131.3,0.0636909421185738
0,814,131.4,0.0627484797949738
0,815,131.5,0.0617557050458495
0,816,131.6,0.0607165358995799
0,817,131.7,0.0596350734820344
0,818,131.8,0.0585155858313015
0,819,131.9,0.0573624910536935
0,820,132,0.056180339887499
0,821,132.1,0.0549737977432972
0,822,132.2,0.0537476262917145
0,823,132.3,0.0525066646712861
0,824,132.4,0.0512558103905863
0,825,132.5,0.05
0,826,132.6,0.0487441896094138
0,827,132.7,0.0474933353287139
0,828,132.8,0.0462523737082856
0,829,132.9,0.0450262022567029
0,830,133,0.043819660112501
0,831,133.1,0.0426375089463065
0,832,133.2,0.0414844141686985
0,833,133.3,0.0403649265179657
0,834,133.4,0.0392834641004201
0,835,133.5,0.0382442949541506
0,836,133.6,0.0372515202050262
0,837,133.7,0.0363090578814262
0,838,133.8,0.0354206274515718
0,839,133.9,0.0345897351444843
0,840,134,0.0338196601125011
0,841,134.1,0.0331134414899597
0,842,134.2,0.0324738663991228
0,843,134.3,0.0319034589506796
